hsa.let.7a.1,hsa.let.7a.2,hsa.let.7a.3,hsa.let.7b,hsa.let.7c,hsa.let.7d,hsa.let.7e,hsa.let.7f.1,hsa.let.7f.2,hsa.let.7g,hsa.let.7i,hsa.mir.100,hsa.mir.101.1,hsa.mir.101.2,hsa.mir.103a.1,hsa.mir.103a.2,hsa.mir.106a,hsa.mir.106b,hsa.mir.107,hsa.mir.10a,hsa.mir.10b,hsa.mir.1180,hsa.mir.122,hsa.mir.1247,hsa.mir.125a,hsa.mir.125b.1,hsa.mir.125b.2,hsa.mir.126,hsa.mir.1266,hsa.mir.1269a,hsa.mir.127,hsa.mir.128.1,hsa.mir.128.2,hsa.mir.1287,hsa.mir.1295b,hsa.mir.1296,hsa.mir.1301,hsa.mir.1306,hsa.mir.1307,hsa.mir.130a,hsa.mir.130b,hsa.mir.132,hsa.mir.134,hsa.mir.136,hsa.mir.139,hsa.mir.140,hsa.mir.141,hsa.mir.142,hsa.mir.143,hsa.mir.144,hsa.mir.145,hsa.mir.1468,hsa.mir.146a,hsa.mir.146b,hsa.mir.148a,hsa.mir.148b,hsa.mir.149,hsa.mir.150,hsa.mir.151a,hsa.mir.152,hsa.mir.153.2,hsa.mir.154,hsa.mir.155,hsa.mir.15a,hsa.mir.15b,hsa.mir.16.1,hsa.mir.16.2,hsa.mir.17,hsa.mir.181a.1,hsa.mir.181a.2,hsa.mir.181b.1,hsa.mir.181b.2,hsa.mir.181c,hsa.mir.181d,hsa.mir.182,hsa.mir.183,hsa.mir.185,hsa.mir.186,hsa.mir.188,hsa.mir.18a,hsa.mir.191,hsa.mir.192,hsa.mir.193a,hsa.mir.193b,hsa.mir.194.1,hsa.mir.194.2,hsa.mir.195,hsa.mir.196b,hsa.mir.197,hsa.mir.1976,hsa.mir.199a.1,hsa.mir.199a.2,hsa.mir.199b,hsa.mir.19a,hsa.mir.19b.1,hsa.mir.19b.2,hsa.mir.200a,hsa.mir.200b,hsa.mir.200c,hsa.mir.203a,hsa.mir.204,hsa.mir.20a,hsa.mir.20b,hsa.mir.21,hsa.mir.210,hsa.mir.214,hsa.mir.215,hsa.mir.216a,hsa.mir.216b,hsa.mir.217,hsa.mir.218.1,hsa.mir.218.2,hsa.mir.219a.1,hsa.mir.22,hsa.mir.221,hsa.mir.222,hsa.mir.223,hsa.mir.224,hsa.mir.2355,hsa.mir.23a,hsa.mir.23b,hsa.mir.24.1,hsa.mir.24.2,hsa.mir.25,hsa.mir.26a.1,hsa.mir.26a.2,hsa.mir.26b,hsa.mir.27a,hsa.mir.27b,hsa.mir.28,hsa.mir.29a,hsa.mir.29b.1,hsa.mir.29b.2,hsa.mir.29c,hsa.mir.301a,hsa.mir.3065,hsa.mir.3074,hsa.mir.30a,hsa.mir.30b,hsa.mir.30c.1,hsa.mir.30c.2,hsa.mir.30d,hsa.mir.30e,hsa.mir.32,hsa.mir.320a,hsa.mir.324,hsa.mir.326,hsa.mir.328,hsa.mir.330,hsa.mir.331,hsa.mir.335,hsa.mir.337,hsa.mir.338,hsa.mir.339,hsa.mir.33a,hsa.mir.33b,hsa.mir.340,hsa.mir.342,hsa.mir.345,hsa.mir.34a,hsa.mir.3607,hsa.mir.361,hsa.mir.3613,hsa.mir.3615,hsa.mir.362,hsa.mir.363,hsa.mir.3653,hsa.mir.365a,hsa.mir.365b,hsa.mir.3677,hsa.mir.369,hsa.mir.370,hsa.mir.374a,hsa.mir.374b,hsa.mir.375,hsa.mir.376c,hsa.mir.378a,hsa.mir.378c,hsa.mir.379,hsa.mir.381,hsa.mir.382,hsa.mir.409,hsa.mir.410,hsa.mir.411,hsa.mir.412,hsa.mir.421,hsa.mir.423,hsa.mir.424,hsa.mir.425,hsa.mir.429,hsa.mir.431,hsa.mir.432,hsa.mir.4326,hsa.mir.450a.1,hsa.mir.450a.2,hsa.mir.450b,hsa.mir.451a,hsa.mir.452,hsa.mir.454,hsa.mir.455,hsa.mir.4661,hsa.mir.4662a,hsa.mir.4677,hsa.mir.4772,hsa.mir.483,hsa.mir.484,hsa.mir.485,hsa.mir.486.1,hsa.mir.486.2,hsa.mir.487b,hsa.mir.493,hsa.mir.495,hsa.mir.497,hsa.mir.500a,hsa.mir.500b,hsa.mir.501,hsa.mir.502,hsa.mir.503,hsa.mir.505,hsa.mir.511,hsa.mir.532,hsa.mir.539,hsa.mir.542,hsa.mir.5589,hsa.mir.574,hsa.mir.576,hsa.mir.582,hsa.mir.584,hsa.mir.589,hsa.mir.590,hsa.mir.598,hsa.mir.616,hsa.mir.618,hsa.mir.625,hsa.mir.628,hsa.mir.629,hsa.mir.651,hsa.mir.652,hsa.mir.653,hsa.mir.654,hsa.mir.660,hsa.mir.664a,hsa.mir.664b,hsa.mir.671,hsa.mir.6715a,hsa.mir.675,hsa.mir.7.1,hsa.mir.708,hsa.mir.744,hsa.mir.758,hsa.mir.766,hsa.mir.769,hsa.mir.874,hsa.mir.885,hsa.mir.889,hsa.mir.9.1,hsa.mir.9.2,hsa.mir.9.3,hsa.mir.92a.1,hsa.mir.92a.2,hsa.mir.92b,hsa.mir.93,hsa.mir.942,hsa.mir.95,hsa.mir.96,hsa.mir.98,hsa.mir.99a,hsa.mir.99b,samples,groups
96380,95995,97033,103409,17634,4992,13041,40691,41439,4990,3277,86866,62444,63985,170199,170758,39,3342,1062,284431,592648,82,111397,131,7868,3100,3291,40281,40,6,7411,1079,627,343,30,13,122,67,12059,572,88,839,3143,270,1652,22067,62,21950,583474,641,22335,72,776,48935,364156,1893,92,15046,27005,2217,117,38,2618,1408,1091,955,947,8001,15412,35319,1748,1843,506,124,65925,44732,780,2314,32,47,4127,108857,3628,528,41927,45535,365,2146,1230,39,22629,32012,29069,148,475,381,1380,1032,712,16162,144,3824,102,1751143,726,314,140,99,64,5861,319,315,17,1055802,1172,227,1554,1223,246,16208,15960,5458,5188,58441,9314,9321,6084,4988,14654,32253,46940,2475,2672,12903,69,301,22,163910,8437,2406,2818,366700,94227,249,2673,306,11,210,211,253,447,287,4209,158,109,8,322,1536,40,2039,299,3585,45,30,155,54,34,658,660,25,84,76,7928,536,173055,46,4454,62,5377,436,231,305,149,53,65,22,1015,951,1516,183,105,98,46,45,47,192,1861,1339,52,4619,45,331,88,212,4310,348,41,297,283,38,160,102,310,3081,38,823,103,87,2442,84,17350,58,4222,3,942,79,987,496,512,85,202,24,4,823,63,723,33,217,81,192,862,390,36,30,14,8260,79,305,280,166,122,131,160,1866,225,977,924,971,48032,40865,297,59019,33,34,66,632,5822,247057,TCGA.DD.AAD1,NO
31478,31359,31220,34806,14303,2244,2464,13640,14177,3735,1617,37851,130330,131007,60951,61317,96,3041,497,241316,48050,85,143266,172,2741,2791,2948,59977,8,2257,5707,332,187,82,76,45,37,34,7206,1098,196,333,2460,387,2919,9040,26,15357,271559,6568,16492,190,562,2552,537175,871,62,5171,7086,1535,110,77,1276,1315,2182,2908,2953,5918,4414,11235,446,392,247,33,22088,3663,447,1629,21,135,3526,137639,1858,907,25697,29894,519,49,4197,64,9463,14712,14824,274,767,769,312,265,202,4467,162,2795,159,582961,1440,314,507,448,420,27706,110,104,22,806286,275,59,4171,440,406,9537,9151,5277,4869,77038,10094,10298,12263,6346,19309,34332,77907,2043,2141,28146,49,192,39,207645,10261,3227,3537,54878,157026,714,2639,115,44,153,66,100,503,456,2880,193,435,41,232,760,139,1076,408,2315,135,53,167,155,101,736,735,18,105,84,8929,635,18790,145,10213,144,6545,471,140,191,83,51,69,12,625,2305,3469,38,46,54,20,60,75,121,41150,671,42,4743,16,1286,34,82,319,625,62,1879,1892,63,98,100,232,2352,28,219,66,79,620,208,5262,44,2470,65,804,129,2638,388,486,171,97,22,1,643,37,182,30,115,32,332,444,248,27,30,120,1489,105,41,216,200,94,82,104,1533,181,11011,10921,10905,56894,50427,90,22648,59,25,19,177,6952,79647,TCGA.ED.A7XO,NO
122555,121399,122220,70359,31309,3887,7424,81823,84485,6331,1644,23676,28005,28484,102889,103141,68,3372,736,291580,63273,53,78616,13,1551,2411,2868,25546,33,1633,2239,865,575,76,159,6,68,71,15056,214,409,1192,360,121,728,17542,198,5264,306790,837,5080,15,502,7389,797366,1438,211,854,20342,3548,37,23,751,2563,2721,1762,1799,4957,4385,5918,970,877,292,67,34841,13969,1536,3119,30,45,3261,250040,4699,3648,61165,68316,157,5425,2569,42,3740,5501,5862,145,305,257,202,169,1626,24429,26,2230,152,4588718,11246,64,545,21,23,814,160,139,28,994148,712,195,1183,3444,145,17957,9465,4020,4259,59643,7171,7251,3801,4731,10515,28733,34463,1350,1467,4040,44,80,105,45158,4532,1901,1989,137613,66480,348,1640,239,45,114,183,137,751,68,2832,182,317,26,558,695,84,1181,639,2824,136,84,117,81,24,779,769,50,39,38,7185,722,13841,14,12527,136,1571,212,104,145,90,27,24,37,1746,302,1458,18,30,35,24,6,17,53,1982,7573,78,1153,116,93,572,42,17,307,11,417,390,21,45,31,101,1583,51,428,79,39,272,39,12591,24,1192,1,640,425,3344,128,1015,209,104,121,0,233,58,141,26,167,423,61,719,72,13,78,54,91,112,63,317,33,206,151,69,3878,118,11916,11841,11550,25060,21872,1143,42981,38,149,98,376,11038,37633,TCGA.DD.AACH,NO
52938,52711,53462,40468,3993,990,3711,33479,33735,3300,958,17689,29350,29574,30155,29766,51,1870,364,61596,48703,53,26763,18,696,572,580,12584,5,33,982,390,245,28,22,13,27,16,4217,142,79,193,407,81,270,4182,11,9240,324248,341,3132,16,184,4551,543095,549,25,3590,4799,1711,43,11,1204,660,1016,715,712,6091,1676,2662,217,199,108,12,5666,1394,321,671,21,42,1085,100535,1990,438,15239,17136,216,163,559,25,2489,4206,4937,377,703,649,21,29,68,965,56,2919,108,810481,1696,51,359,379,690,20715,39,40,10,388637,199,80,408,174,91,6840,2286,1680,1789,28135,4037,4104,2587,2676,3863,8622,18158,815,882,7454,18,20,12,57328,1052,821,997,21462,73250,110,796,73,9,57,44,75,206,35,820,94,127,10,281,306,60,387,55,1089,24,32,54,63,10,471,461,20,16,10,2690,159,17104,13,3551,54,1082,87,28,46,24,6,17,9,482,245,373,3,8,3,4,7,8,47,963,343,24,1066,9,121,50,47,22,221,6,113,91,10,16,14,87,1218,17,176,45,37,86,19,6116,7,693,45,211,43,221,156,291,53,49,35,15,556,33,208,10,46,27,42,248,76,12,11,6,74,36,55,70,20,36,46,47,624,45,157,126,165,53504,47100,41,15635,14,19,3,125,1004,29483,TCGA.ZP.A9CZ,YES
20559,20544,20288,14892,1604,3076,4075,24240,24385,2412,1058,1823,13809,13959,57088,57347,35,3749,379,23984,41215,398,70166,14,865,139,165,22207,81,576,2468,433,325,119,0,14,100,31,14870,425,111,360,1412,140,159,4514,575,6009,189389,248,2382,28,1234,3597,185830,890,40,2198,25930,504,45,39,2299,653,969,925,943,19833,2576,4704,490,516,100,16,1885,1199,436,1690,60,1305,1731,129867,1846,125,17288,21549,97,333,1710,23,1073,1828,2255,1083,1664,1560,781,836,3116,9576,21,7474,60,587304,3185,42,88,228,322,16873,34,27,13,266602,667,249,911,717,224,3354,3217,4316,4117,32388,6031,6218,4752,3023,9662,22929,20429,712,765,3280,129,88,17,21007,4685,903,954,46384,32996,638,2845,479,32,42,70,153,437,143,2986,150,244,73,156,713,104,507,38,1921,79,57,146,37,3,528,535,13,86,30,3551,284,19751,59,5105,42,3524,271,95,118,191,44,62,105,948,631,974,198,104,92,58,20,16,30,798,2719,49,1155,26,151,58,27,6015,370,32,107,80,57,129,36,42,2060,62,486,76,45,217,109,5526,48,790,1,440,75,764,121,367,146,125,26,59,288,26,582,17,201,6,145,390,205,19,22,13,214,55,7,335,86,89,115,35,409,227,1161,1192,1261,90965,86358,89,28362,31,6,3,673,285,65979,TCGA.CC.A7IE,NO
51723,51919,52203,40861,14243,3115,1906,28703,29281,8141,1311,31161,150104,151345,38036,38584,17,4983,1115,23830,164385,73,278625,1,697,1861,2051,38778,26,8611,903,696,449,21,119,10,46,24,10946,78,40,296,216,72,537,7116,12,2485,114229,2352,3373,107,83,10240,456495,1034,40,429,8081,1082,10,13,372,1458,1221,1697,1651,6033,1862,2243,343,299,66,16,61348,13383,487,1186,20,80,3660,346340,1581,2328,62960,70739,468,164,1044,26,557,832,901,383,865,801,171,256,86,1483,190,2740,33,1150523,2574,17,1491,4,0,170,27,24,42,1329736,315,82,552,963,309,4905,7211,3380,3071,102411,7666,7549,11460,2803,11619,31714,107557,5490,5452,18413,25,100,12,178642,3087,1100,1308,65256,93556,687,6123,171,9,135,100,145,471,40,1243,487,505,461,203,246,128,5029,350,4865,172,73,151,25,24,1551,1536,8,18,11,13075,1153,1292,9,11536,297,935,75,26,46,19,9,5,41,1044,337,1008,24,16,13,0,20,29,35,13307,2616,32,3811,31,635,69,17,3,271,8,1223,1263,3,9,6,237,979,37,175,75,71,875,49,3871,8,781,50,462,103,615,335,665,200,38,32,77,328,77,141,32,96,11,61,271,468,97,29,110,68,73,4,109,21,94,82,110,4154,33,1016,1049,979,55201,49450,30,30177,24,39,107,233,5253,23941,TCGA.MI.A75G,YES
149069,148300,149945,167032,11276,11356,11555,96917,97874,9352,4110,20811,49355,50263,100948,101363,62,6033,686,329024,426924,209,80913,539,5044,1050,1135,92611,161,3918,13106,936,738,210,55,33,308,215,12371,244,153,694,5675,434,760,7497,59,15051,815489,417,12093,40,581,2174,482494,3118,227,4145,29177,6387,79,96,1687,1016,2270,1852,1932,8796,7923,26939,2011,1969,573,147,176689,103025,771,1501,49,159,4844,198922,4860,447,36014,38653,330,4014,1377,47,7581,11536,12675,216,546,442,2610,1783,496,17176,105,4103,43,1173089,1804,193,1193,61,50,2871,376,370,74,564500,1074,347,803,967,373,18450,17757,7643,7418,88375,13402,13490,8880,6060,27799,34031,26143,1186,1301,6762,115,1565,35,285873,2853,1663,2477,92830,117428,623,2915,344,29,299,154,529,954,486,5928,302,528,11,587,719,299,1244,1148,3118,152,44,108,27,42,562,567,56,187,214,11200,574,75997,68,2486,39,18811,567,351,820,564,174,150,41,1303,1863,586,589,297,324,50,46,42,103,992,1737,67,16373,23,77,126,56,16338,310,65,98,109,106,370,73,144,3279,59,770,127,91,346,64,11838,271,3112,4,858,38,1034,330,763,161,147,14,3,396,133,657,27,293,88,577,469,236,24,51,79,6334,129,238,425,343,220,235,176,2502,843,131,116,119,81970,75127,154,52894,34,124,188,1011,2650,274980,TCGA.G3.A25Y,NO
27616,27803,28086,14301,9241,3202,1119,22257,23495,3340,927,9978,21005,21738,112712,112919,111,1955,526,12130,128788,571,157007,0,561,732,749,12738,404,34,103,579,351,104,299,5,167,114,13430,52,175,191,26,4,105,4873,28,4078,17503,92,1090,13,263,12485,304339,1186,31,318,14819,517,7,0,703,595,780,480,501,6667,933,1669,160,160,62,16,3298,1238,493,5944,21,95,4069,284842,2111,533,47389,58403,59,15,5231,27,96,144,142,441,798,794,78,74,258,5022,31,3320,554,1557076,5360,0,657,0,0,55,4,4,47,188053,429,151,457,157,1588,8691,3874,2447,2322,98118,2438,2477,6432,2101,4235,45031,12620,788,813,1282,151,110,78,70998,1941,2767,2804,84687,161281,150,4617,263,28,211,199,143,474,10,844,177,107,23,284,494,46,2931,114,4807,41,22,234,98,37,832,834,23,2,3,13014,522,12042,0,2455,39,93,5,2,6,4,0,10,36,1160,139,919,10,4,1,176,3,3,27,298,128,62,1270,565,1250,210,11,1,135,1,24,20,0,3,2,68,8145,80,1268,71,48,1925,39,7132,2,426,1,664,340,8332,82,709,216,31,161,18,269,89,1456,29,126,2301,4,404,405,13,31,16,336,183,9,158,2,183,116,1100,3145,2,31616,31475,31360,43489,35039,51,60111,166,53,2,471,1773,34311,TCGA.CC.A5UE,NO
56755,56869,56560,10618,13509,2661,1256,35067,37376,5408,521,152374,220642,221606,82154,82761,20,1413,1000,26167,265732,77,233356,0,457,3519,3664,26352,16,14,388,807,327,26,377,14,14,41,8309,106,310,171,70,30,686,9797,6,1304,42468,176,876,82,43,1489,2022273,708,37,252,13170,4087,4,3,148,1467,1006,895,873,4511,878,2803,112,84,62,8,381,101,502,1657,41,23,1963,592079,5300,1754,153272,168251,51,7,2313,13,150,240,246,274,715,680,398,490,59,65,433,3882,42,787039,49,2,495,1,3,24,2,6,116,708435,922,91,257,1116,59,5484,18566,2577,2367,78271,5192,5256,11827,1378,16853,24499,62409,1945,2198,20250,138,898,12,411067,3781,2514,3238,152658,165313,802,691,231,7,322,21,180,357,20,884,183,287,8,169,145,44,2825,191,2700,102,27,270,17,18,1899,1894,13,12,11,17303,1110,686,6,15090,261,483,48,13,23,15,4,0,11,1571,338,371,53,14,2,6,10,12,39,701,3632,137,5795,20,923,131,16,128,193,2,88,87,4,10,7,59,2986,46,311,105,80,476,15,18245,7,668,27,2104,98,123,238,1194,155,29,108,20,57,68,197,41,20,6,31,1126,560,23,9,92,36,132,2,236,12,50,123,20,2897,15,347,343,352,45166,38275,5,27694,19,46,0,251,11749,17486,TCGA.DD.A73D,YES
62648,62168,62933,31959,5457,1143,2561,16609,16847,1965,1317,15978,112848,114412,70430,71123,151,6617,1084,19869,114334,79,155087,0,649,1204,1383,27059,39,1968,1485,1090,662,146,133,15,32,67,3368,365,771,304,587,62,310,12164,14,7129,181973,26092,3441,53,130,2301,876109,1674,27,538,7670,2917,41,23,366,2781,3246,5299,5238,13084,2053,3134,265,302,76,24,83075,28482,1525,2071,12,227,2943,241838,6678,4075,56252,63323,434,145,3665,70,1184,1744,1932,360,942,795,22,13,88,202,44,7743,350,1105753,5954,37,365,2095,2108,97913,37,38,50,619566,857,202,349,854,468,3687,6065,3298,3174,109104,7219,7214,13129,1799,13927,30400,58326,2329,2464,15097,49,47,40,49184,2018,2412,2446,35654,99102,314,1844,131,8,126,99,125,372,75,1320,233,191,80,382,171,250,1277,442,3312,174,54,95,185,37,1625,1620,10,26,21,9659,694,47630,12,13544,183,1710,186,73,92,59,25,16,32,1513,486,2342,4,36,32,27,10,9,25,82016,2727,53,4148,27,145,86,24,26,546,27,7604,7741,20,48,49,169,1841,39,266,100,38,357,28,6526,12,805,108,712,235,133,567,639,184,38,79,0,161,73,280,34,256,63,86,396,201,20,23,92,215,98,5,119,40,102,116,28,4344,62,104,104,120,115740,102411,28,63974,110,8,161,123,3445,23452,TCGA.DD.AAD8,NO
94321,94192,93876,52558,32161,1884,6603,93875,96078,8179,1240,38588,60673,61806,30034,30206,32,1229,321,154124,2288,36,169466,27,2367,2146,2475,33903,13,24,2750,323,200,76,109,11,10,37,7721,376,70,293,1299,168,1771,3849,32,14100,348493,1273,8268,75,329,10311,605097,977,33,1995,10637,2461,65,32,731,716,647,1326,1259,3170,1987,4355,332,313,118,28,6829,1574,329,1484,10,38,3165,216737,4119,646,33168,36220,403,46,1382,22,6327,9983,11131,70,339,277,483,521,234,3873,129,1632,30,390241,1054,178,669,26,21,851,71,48,24,940735,166,58,654,25,96,5928,7831,3243,2995,24118,7339,7676,9812,2192,10411,19025,34235,1459,1523,9824,27,152,8,169884,2595,2094,2550,29231,114455,218,1224,122,27,171,52,85,524,161,542,57,283,125,401,437,74,944,1063,1500,63,25,40,22,35,303,302,11,57,33,8282,467,15196,47,14518,170,4462,171,84,93,39,71,31,11,713,3952,481,87,22,34,10,45,38,138,2984,60,24,7461,4,252,68,28,274,173,13,351,364,18,68,19,106,607,16,127,21,56,565,113,3479,34,2724,160,679,60,1637,115,162,63,87,35,16,119,98,288,7,39,59,139,160,148,22,21,116,677,48,5,217,136,41,64,189,1167,99,120,153,134,37703,33550,33,9476,7,37,5,260,5831,56262,TCGA.DD.A1EL,NO
26590,26467,26451,5642,3683,975,3938,35017,36939,2850,444,430,4283,4474,35957,35772,24,492,205,11965,171709,44,57841,2,1044,228,230,14353,11,2276,521,194,85,69,23,10,33,27,10106,43,101,284,154,25,206,4586,18,2796,95020,292,1174,60,373,3443,327408,370,90,127,20118,403,6,3,285,641,613,869,843,4848,562,1025,122,93,34,8,1236,373,594,1559,10,73,2706,93864,564,930,10990,12969,22,50,2393,11,109,157,156,119,248,249,97,114,138,367,403,2478,30,550091,841,0,97,14,10,503,22,18,16,140704,319,98,203,743,82,3507,3246,1374,1317,11519,1073,1028,2075,897,3632,12725,5792,435,469,1329,19,15,18,47827,791,1538,1628,18783,34767,330,971,116,8,124,30,32,92,19,454,99,158,6,134,169,29,784,584,2039,95,13,67,8,25,396,386,23,5,13,9211,510,206,3,1712,12,525,33,15,20,13,6,9,54,759,290,648,10,24,12,39,11,6,16,655,1905,13,1492,211,95,88,11,2,144,8,96,81,2,15,7,7,897,18,189,14,29,239,47,3195,13,338,0,232,53,6373,269,461,60,31,41,34,73,50,186,15,35,10,10,133,57,5,9,254,43,60,1,154,9,20,75,54,43,11,2968,2966,3058,39812,33086,26,10470,34,2,0,142,625,52769,TCGA.DD.A1EL,NO
96038,94964,94853,15721,18753,3054,3691,61243,66891,6147,875,96957,79280,81611,56237,56382,9,1089,629,31102,206462,51,141167,4,908,3000,3106,25006,2,10688,643,753,365,64,189,13,39,26,6003,169,159,686,130,22,925,19436,19,4480,150398,753,3535,298,451,9536,844710,478,59,763,19234,3699,15,4,718,3510,1402,1540,1503,4154,2652,3309,368,383,117,22,2039,583,1585,1640,25,16,1929,294118,1825,1990,70005,80992,223,28,1838,11,873,1330,1372,161,390,385,11,16,143,830,207,3992,39,2145418,291,13,150,0,0,56,24,17,32,2310011,557,92,519,5948,187,6522,13115,2377,2126,30336,4705,4930,5549,1599,13844,27717,51428,2117,2182,17912,17,25,61,114997,1859,1239,1686,61242,69854,674,547,113,2,165,27,38,137,14,1536,77,80,5,300,368,36,5222,480,7664,214,24,95,13,40,894,876,3,15,8,41119,2724,182,3,19894,96,488,57,29,23,29,5,12,80,745,313,711,7,11,18,4,7,9,47,2393,12664,12,5263,175,505,161,18,12,115,5,339,313,3,7,8,119,2582,26,228,58,54,339,63,18571,8,1180,66,1015,91,6997,193,921,135,75,112,123,205,47,86,68,85,83,20,890,721,25,18,96,147,139,10,238,18,131,135,24,1944,37,796,757,808,36460,29747,50,30533,36,115,6,166,9145,22506,TCGA.5R.AA1C,NO
47878,47690,47803,30067,12050,3126,3378,40063,40629,3871,1103,32471,30646,31510,64649,64264,89,2303,418,39160,162530,61,59255,111,1261,1313,1495,49697,14,0,180,319,197,43,50,19,45,14,2966,198,79,192,68,19,1232,6201,31,1855,184214,1940,3140,10,375,604,202518,656,4,981,7354,178,54,2,245,1278,715,975,1072,12187,3964,11526,888,937,130,36,61035,14712,390,476,9,92,1104,192882,3792,330,23366,26352,53,306,530,9,623,938,996,1030,1787,1584,1193,1566,253,1227,248,9247,90,293324,595,29,183,25,37,1538,13,22,29,345866,1065,273,244,458,76,3636,7655,3260,3096,49724,5308,5233,3568,1228,15023,11645,8319,270,290,1325,18,23,7,83258,1723,1310,1452,47536,66660,227,6721,88,8,46,25,64,883,12,1564,106,64,2,175,212,35,246,103,1088,60,11,63,51,20,301,302,0,4,3,2459,194,143268,3,1902,31,226,13,6,15,3,3,7,22,609,321,311,144,4,2,20,13,11,66,4829,1319,39,3288,9,85,82,19,3353,83,2,543,580,0,1,7,27,1128,28,104,45,112,59,12,2567,1,836,0,381,33,121,310,284,56,62,35,21,100,23,64,8,40,3,10,196,219,14,10,5,3795,21,4,84,4,35,54,30,1191,5,79,93,118,110235,97229,34,28145,20,93,98,225,3690,42679,TCGA.ED.A8O5,NO
21733,21608,21884,31033,1201,1643,893,13951,14075,3052,1458,3444,14470,14569,35533,35960,8,2553,354,46611,78369,54,63785,19,394,215,194,13443,41,934,2310,179,151,32,6,4,92,24,4693,74,107,209,721,254,138,4257,18,14616,108572,391,1279,9,1424,5663,120433,1493,10,3696,9747,688,31,43,3931,804,926,1696,1760,3734,3648,7667,1512,1422,69,11,38680,12813,408,1185,30,90,2528,134686,803,165,15636,18410,140,482,737,27,771,1275,1641,270,410,392,2139,1783,68,3224,47,1216,23,1549439,1737,19,3624,44,62,1936,14,20,7,340216,604,217,1384,975,111,3025,1114,2380,2218,25553,6617,6622,4373,2166,2439,10454,47391,2639,2700,11468,54,121,54,13575,3586,688,726,53875,39924,286,1406,194,21,68,105,236,188,136,785,113,140,41,129,959,57,819,73,1518,176,27,61,21,6,182,186,36,111,28,2145,183,731720,22,1625,45,2734,69,70,119,112,38,45,23,541,235,1055,252,87,53,18,13,9,22,1203,1543,52,1933,35,79,26,91,33,365,61,95,106,45,88,48,73,824,30,205,71,48,168,56,2399,53,359,0,222,75,493,53,270,89,64,35,5,659,35,164,3,51,14,113,209,192,26,20,11,110,48,52,117,59,14,45,25,241,187,1638,1574,1658,21703,19744,53,12502,30,11,69,148,336,13873,TCGA.2V.A95S,NO
25622,25534,25453,29566,6835,3042,1927,12373,12495,1948,1019,6502,21518,21165,36226,36238,32,5079,475,29885,1936,372,73765,6,772,608,746,23954,37,1085,4962,600,480,41,39,13,122,78,15121,105,183,295,2038,235,635,5072,21,6430,118484,298,1685,43,119,3177,194965,974,64,865,13200,3744,19,43,440,567,824,638,638,6405,1898,5750,410,404,107,8,6953,4807,590,626,41,131,1259,196776,3004,731,25219,27382,47,28,775,18,2137,3614,4303,182,327,286,100,88,162,735,51,2282,15,531612,5822,50,792,362,442,24761,29,27,10,499492,639,225,260,38,105,5909,5147,1746,1669,55836,2031,2055,2006,1972,5571,23665,12169,777,776,3807,50,31,43,38765,2046,579,605,55075,39658,140,2675,253,29,164,128,257,211,135,481,130,678,135,104,167,90,587,189,1556,121,36,91,10,20,348,346,31,80,97,3374,344,1529,36,5483,54,6017,454,116,225,159,44,46,18,724,619,405,18,108,77,18,13,24,50,596,91,33,3554,21,117,43,17,4150,531,38,177,138,33,86,43,55,1256,18,249,79,33,193,49,7976,54,969,73,607,39,1569,216,516,92,32,44,30,65,60,1022,6,175,12,216,277,77,11,29,34,11408,21,11,200,132,108,58,112,1287,271,122,105,122,38578,35772,22,40126,32,38,6,268,2743,33378,TCGA.CC.A3MB,NO
27705,27104,27699,25002,4439,2463,3925,12830,13937,4436,2036,3016,33980,34736,64164,63938,41,1760,233,49580,177986,62,128694,9,4293,568,631,20271,56,24,718,320,175,99,21,9,38,50,8519,138,734,369,877,61,185,14074,52,25225,80667,658,6365,58,917,16859,365723,768,48,3715,10861,214,50,41,4343,1671,1589,1297,1303,9594,4250,15370,720,737,113,26,77164,19730,313,3025,18,91,7057,80511,2065,893,14738,18422,152,15,2409,54,1772,2421,2108,656,1535,1459,4759,5088,319,485,189,6786,29,2770645,7210,53,134,886,830,75915,89,97,48,262713,1683,542,4288,2590,475,12637,6323,3283,3245,61797,5947,5952,7354,5066,8022,29730,41642,4065,4290,7131,65,120,61,255962,11306,4526,4762,175190,134359,251,2598,164,6,269,112,157,662,35,2426,267,217,24,124,1267,77,3560,374,3475,108,60,301,7,121,517,517,13,77,9,6291,371,17866,31,2025,30,1898,176,83,164,47,21,10,8,1738,417,1420,487,24,10,98,23,28,58,2443,1908,71,8330,211,311,55,47,6,383,78,188,212,49,28,84,135,3012,48,425,37,58,432,138,6728,49,800,29,956,126,2395,220,378,149,62,61,15,1266,52,633,31,77,32,120,453,202,11,48,4,405,132,76,124,46,21,137,57,341,81,1381,1426,1434,78621,62411,76,54215,36,38,92,223,1167,150166,TCGA.G3.A5SJ,NO
